"","URL","Industry","Company","YearEstablished","Employees","Revenue_DKK","EBITA_DKK","Address","Lat","Long"
"114","https://www.proff.dk/firma/pentabase-herlev/herlev/bioteknologi/GZ4RDPI0225/","Biotechnology","Pentabase Herlev",2020,31,199224000,184357000,"Herlev Hovedgade 15E, 2730 Herlev",12.452914,55.716773
"115","https://www.proff.dk/firma/pentabase-aalborg/n%C3%B8rresundby/bioteknologi/GZ4RFQI0225/","Biotechnology","Pentabase Aalborg",2020,12,199224000,184357000,"Lille Borgergade 19, st. th., 9400 Nørresundby",9.925317,57.057106
"116","https://www.proff.dk/firma/forskningsenhed-i-%C3%A5rhus-%C3%A5rhus-universitet/aarhus-c/bioteknologi/GZH8NHI0225/","Biotechnology","Forskningsenhed I Århus, Århus Universitet",2021,1,0,-647905000,"Høegh-Guldbergs Gade 10, 8000 Aarhus C",NA,NA
"117","https://www.proff.dk/firma/b1/aarhus-c/bioteknologi/GZN2RLI0225/","Biotechnology","B1",2021,9,0,NA,"Bartholins Allé 1, 8000 Aarhus C",10.205125,56.166119
"118","https://www.proff.dk/firma/evaxion-biotech-as/h%C3%B8rsholm/bioteknologi/0IWSDRI0225/","Biotechnology","EVAXION BIOTECH A/S",2008,70,39000,-103418000,"Dr Neergaards Vej 5 F, 2970 Hørsholm",NA,NA
"119","https://www.proff.dk/firma/orphazyme-as/k%C3%B8benhavn-n/bioteknologi/0J7KVNI0225/","Biotechnology","ORPHAZYME A/S",2009,56,0,-647905000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"120","https://www.proff.dk/firma/resother-pharma-aps/holte/bioteknologi/0MJB3QI0225/","Biotechnology","ResoTher Pharma ApS",2016,4,39000,-7581000,"Dronninggårds Alle 136, 2840 Holte",12.4716542,55.8124292
"121","https://www.proff.dk/firma/pharma-lab-cro-aps/hvidovre/bioteknologi/0O8YZ8I0225/","Biotechnology","Pharma Lab CRO ApS",2019,1,39000,-526000,"Søbyvej 11, 2650 Hvidovre",12.492458,55.629686
"122","https://www.proff.dk/firma/adaptvac-aps/k%C3%B8benhavn-n/bioteknologi/0N26D6I0225/","Biotechnology","AdaptVac ApS",2017,5,20231000,18715000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"123","https://www.proff.dk/firma/bgi-europe-as/k%C3%B8benhavn-n/bioteknologi/0JLTZGI0225/","Biotechnology","BGI EUROPE A/S",2010,22,18745000,2088000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"124","https://www.proff.dk/firma/clinical-microbiomics-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0M5ZCAI0225/","Biotechnology","Clinical-Microbiomics A/S",2015,36,17024000,587000,"Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"125","https://www.proff.dk/firma/embark-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0NAGPAI0225/","Biotechnology","Embark Biotech ApS",2017,8,10677000,3918000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"126","https://www.proff.dk/firma/alphalyse-as/odense-m/bioteknologi/0FXFEWI0225/","Biotechnology","ALPHALYSE A/S",2002,23,10505000,3608000,"Rødegårdsvej 209 C 1, 5230 Odense M",10.4243426,55.3777661
"127","https://www.proff.dk/firma/ampliqon-as/odense-m/bioteknologi/0FPLSZI0225/","Biotechnology","AMPLIQON A/S",2002,26,10184000,2705000,"Stenhuggervej 22, 5230 Odense M",10.419013,55.379057
"128","https://www.proff.dk/firma/bioporto-as/hellerup/bioteknologi/0AF3BXI0225/","Biotechnology","BIOPORTO A/S",1917,9,9600000,-62621000,"Tuborg Havnevej 15 st, 2900 Hellerup",12.582695,55.726812
"129","https://www.proff.dk/firma/cysbio-aps/h%C3%B8rsholm/bioteknologi/0NZ540I0225/","Biotechnology","CysBio ApS",2019,16,8047000,-26000,"Agern Alle 1, 2970 Hørsholm",12.492919,55.872775
"130","https://www.proff.dk/firma/fida-biosystems-aps/s%C3%B8borg/bioteknologi/0KNHBYI0225/","Biotechnology","Fida Biosystems ApS",2012,11,7807000,578000,"Generatorvej 6 1, 2860 Søborg",12.466796,55.730498
"131","https://www.proff.dk/firma/sanos-as/herlev/bioteknologi/0G2NQLI0225/","Biotechnology","Sanos A/S",2003,42,5847000,3668000,"Herlev Hovedgade 82, 2730 Herlev",12.445685,55.721845
"132","https://www.proff.dk/firma/bioxpedia-as/aarhus-n/bioteknologi/0MSIH0I0225/","Biotechnology","BioXpedia A/S",2016,16,5400000,-1234000,"Palle Juul-Jensens Boulevard 82, 8200 Aarhus N",NA,NA
"133","https://www.proff.dk/firma/inmold-as/h%C3%B8rsholm/bioteknologi/0I7TG2I0225/","Biotechnology","INMOLD A/S",2007,8,5137000,5275000,"Savsvinget 4, 2970 Hørsholm",12.492466,55.901517
"134","https://www.proff.dk/firma/visiana-aps/h%C3%B8rsholm/bioteknologi/0IT43AI0225/","Biotechnology","VISIANA ApS",2008,6,4940000,41000,"Fremtidsvej 1, 2970 Hørsholm",12.488666,55.869072
"135","https://www.proff.dk/firma/galecto-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0KRKBII0225/","Biotechnology","GALECTO BIOTECH ApS",2012,15,0,NA,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"136","https://www.proff.dk/firma/immunitrack-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0J9BT0I0225/","Biotechnology","IMMUNITRACK ApS",2013,12,4533000,56000,"Lersø Parkallé 42 4, 2100 København Ø",12.556947,55.707777
"137","https://www.proff.dk/firma/biovantage.dk-aps/k%C3%B8benhavn-k/bioteknologi/0LQAGGI0225/","Biotechnology","BIOVANTAGE.DK ApS",2015,1,4092000,2679000,"Skindergade 15, 1159 København K",12.575536,55.680342
"138","https://www.proff.dk/firma/qlife-aps/ballerup/bioteknologi/0NSYITI0225/","Biotechnology","Qlife ApS",2018,56,3732000,-14294000,"Borupvang 3, 2750 Ballerup",12.383222,55.73255
"139","https://www.proff.dk/firma/tag-copenhagen-as/frederiksberg/bioteknologi/0CCU83I0225/","Biotechnology","TAG COPENHAGEN A/S",1998,9,3596000,843000,"Kong Georgs Vej 12 B, 2000 Frederiksberg",12.5324821,55.6886708
"140","https://www.proff.dk/firma/artisan-research-labs-aps/k%C3%B8benhavn-n/bioteknologi/0O5HEJI0225/","Biotechnology","Artisan Research Labs ApS",2019,4,3263000,518000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"141","https://www.proff.dk/firma/2curex-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0HIJRCI0225/","Biotechnology","2cureX A/S",2006,9,3249000,-4133000,"Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"142","https://www.proff.dk/firma/hoba-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0MRFCYI0225/","Biotechnology","Hoba Therapeutics ApS",2016,4,1393000,-3001000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"143","https://www.proff.dk/firma/zentexia-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O6UTYI0225/","Biotechnology","Zentexia ApS",2019,1,1350000,133000,"Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"144","https://www.proff.dk/firma/pancryos-aps/k%C3%B8benhavn-n/bioteknologi/0N8BZXI0225/","Biotechnology","PanCryos ApS",2017,3,1324000,-293000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"145","https://www.proff.dk/firma/biosynergy-as/svendborg/bioteknologi/0FVIQ5I0225/","Biotechnology","BIOSYNERGY A/S",2002,3,1277000,303000,"Østerhovedvej 4, 5700 Svendborg",10.468692,55.006346
"146","https://www.proff.dk/firma/omiics-aps/aarhus-n/bioteknologi/0NNLO7I0225/","Biotechnology","Omiics ApS",2018,2,1202000,117000,"Åbogade 15, 8200 Aarhus N",10.187798,56.172331
"147","https://www.proff.dk/firma/unseen-biometrics-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NUC55I0225/","Biotechnology","Unseen Biometrics ApS",2018,2,1180000,1179000,"Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"148","https://www.proff.dk/firma/silmeco-aps/k%C3%B8benhavn-sv/bioteknologi/0J943AI0225/","Biotechnology","SILMECO ApS",2013,3,1154000,498000,"Kenny Drews Vej 101 3 3, 2450 København SV",12.552035,55.644762
"149","https://www.proff.dk/firma/avp-biopharma-consult-aps/virum/bioteknologi/0MHJUII0225/","Biotechnology","AVP BioPharma Consult ApS",2016,1,1107000,243000,"Teknikerbyen 5 1, 2830 Virum",12.495471,55.800083
"150","https://www.proff.dk/firma/hoejmark-group-as/lem-st/bioteknologi/08HTO9I0225/","Biotechnology","HOEJMARK GROUP A/S",1990,13,1102000,-1059000,"Adelvej 11, 6940 Lem St",8.398529,56.054178
"151","https://www.proff.dk/firma/save-stemcell-center-aps/slagelse/bioteknologi/0NRYWNI0225/","Biotechnology","Save Stemcell Center ApS",2018,2,1094000,-256000,"Sorøvej 108, 4200 Slagelse",11.410814,55.417248
"152","https://www.proff.dk/firma/pharma-evidence-aps/farum/bioteknologi/0KLB4NI0225/","Biotechnology","PHARMA EVIDENCE ApS",2012,1,1073000,828000,"Sommervej 9, 3520 Farum",12.407308,55.814993
"153","https://www.proff.dk/firma/me-ta-aps/kongens-lyngby/bioteknologi/0M6QEHI0225/","Biotechnology","ME-TA ApS",2015,4,1054000,-369000,"Hollandsvej 12 3, 2800 Kongens Lyngby",12.5090453,55.7657632
"154","https://www.proff.dk/firma/biomediq-as/drag%C3%B8r/bioteknologi/0IK88RI0225/","Biotechnology","BIOMEDIQ A/S",2008,1,1023000,66000,"Strandlinien 59, 2791 Dragør",12.674427,55.591342
"155","https://www.proff.dk/firma/consibio-aps/risskov/bioteknologi/0N5HGCI0225/","Biotechnology","Consibio ApS",2017,6,978000,506000,"Sindalsvej 37 st, 8240 Risskov",10.217247,56.208203
"156","https://www.proff.dk/firma/greatop-science-technology-development-denmark-aps/nyborg/bioteknologi/0LCN0LI0225/","Biotechnology","GREATOP SCIENCE & TECHNOLOGY DEVELOPMENT (DENMARK) ApS",2014,2,945000,-2932000,"Østerøvej 113, 5800 Nyborg",10.816767,55.310212
"157","https://www.proff.dk/firma/dianox-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0O5C2DI0225/","Biotechnology","Dianox ApS",2019,1,933000,725000,"Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"158","https://www.proff.dk/firma/octarine-bio-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NQA3OI0225/","Biotechnology","Octarine Bio ApS",2018,10,917000,-1705000,"Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"159","https://www.proff.dk/firma/prediagnose-aps/karlslunde/bioteknologi/0MYJ82I0225/","Biotechnology","PreDiagnose ApS",2017,1,766000,751000,"Snedkergangen 4 D, 2690 Karlslunde",12.2356659,55.5717338
"160","https://www.proff.dk/firma/torleif-science-aps/br%C3%B8nsh%C3%B8j/bioteknologi/0OPY2DI0225/","Biotechnology","Torleif Science ApS",2020,1,757000,183000,"Holcks Plads 14 1, 2700 Brønshøj",12.4962465,55.7058727
"161","https://www.proff.dk/firma/medbroker-aps/gadstrup/bioteknologi/0IZK7GI0225/","Biotechnology","Medbroker ApS",2009,4,646000,-270000,"Hovedgaden 20, 4621 Gadstrup",12.096114,55.571302
"162","https://www.proff.dk/firma/casad-associates-aps/frederiksberg-c/bioteknologi/0LFZYCI0225/","Biotechnology","CASAD & ASSOCIATES ApS",2014,1,138000,58000,"H.C. Ørsteds Vej 50 C, 1879 Frederiksberg C",NA,NA
"163","https://www.proff.dk/firma/eegtraining-nord-aps/vestbjerg/bioteknologi/0MKS21I0225/","Biotechnology","EEGTRAINING NORD ApS",2016,1,129000,-19000,"Vindfløjen 38, 9380 Vestbjerg",9.952899,57.13436
"164","https://www.proff.dk/firma/holm-christensen-biosystemer-aps/%C3%A5lsg%C3%A5rde/bioteknologi/0Y98E8I0225/","Biotechnology","HOLM CHRISTENSEN BIOSYSTEMER ApS",1976,1,118000,-893000,"Odinshøjvej 116, 3140 Ålsgårde",12.522118,56.083406
"165","https://www.proff.dk/firma/entomass-aps/l%C3%B8kken/bioteknologi/0N9GZ4I0225/","Biotechnology","EntoMass ApS",2017,6,110000,-1257000,"Løkkensvej 696, 9480 Løkken",9.819518,57.417963
"166","https://www.proff.dk/firma/biogenity-aps/aalborg-%C3%B8st/bioteknologi/0NKWWDI0225/","Biotechnology","Biogenity ApS",2018,5,97000,151000,"Niels Jernes Vej 10, 9220 Aalborg Øst",9.988313,57.012738
"167","https://www.proff.dk/firma/bylykke-aps/aalborg/bioteknologi/0KLHFII0225/","Biotechnology","ByLykke ApS",2012,1,80000,70000,"Jernbanegade 19 2, 9000 Aalborg",9.9153867,57.0458661
"168","https://www.proff.dk/firma/future-energy-technologies-aps/struer/bioteknologi/0KJ8KAI0225/","Biotechnology","FUTURE ENERGY TECHNOLOGIES ApS",2012,1,70000,425000,"Sarpsborgvej 12, 7600 Struer",8.568567,56.49346
"169","https://www.proff.dk/firma/redo-neurosystems-aps/aalborg-%C3%B8st/bioteknologi/0OSZWLI0225/","Biotechnology","REDO-Neurosystems ApS",2020,4,36000,35000,"Fredrik Bajers Vej 300, 9220 Aalborg Øst",9.980742,57.015083
"170","https://www.proff.dk/firma/pond-textile-as/aarhus-c/bioteknologi/0NID9JI0225/","Biotechnology","pond Textile A/S",2018,3,-5540000,-13281000,"Balticagade 24, 8000 Aarhus C",10.22157,56.156422
"171","https://www.proff.dk/firma/lophora-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0NQKOPI0225/","Biotechnology","Lophora ApS",2018,5,-5402000,-6418000,"Lersø Parkallé 107, 2100 København Ø",12.547055,55.714625
"172","https://www.proff.dk/firma/curasight-as/k%C3%B8benhavn-n/bioteknologi/0KZILPI0225/","Biotechnology","CURASIGHT A/S",2013,8,-4791000,-5774000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"173","https://www.proff.dk/firma/cirqle-biomedical-contraception-aps/k%C3%B8benhavn-n/bioteknologi/0NQGMHI0225/","Biotechnology","Cirqle Biomedical Contraception ApS",2018,8,-4133000,-6715000,"Ole Maaløes Vej 3 3, 2200 København N",12.556294,55.69883
"174","https://www.proff.dk/firma/stemmedical-as/s%C3%B8borg/bioteknologi/0LCG7CI0225/","Biotechnology","Stemmedical A/S",2014,11,-3793000,-8713000,"Gyngemose Parkvej 50, 2860 Søborg",12.476164,55.726267
"175","https://www.proff.dk/firma/pokeacell-aps/k%C3%B8benhavn-n/bioteknologi/0OHFRLI0225/","Biotechnology","PokeAcell ApS",2020,9,-3393000,-3503000,"Ole Maaløes Vej 3 3, 2200 København N",12.556294,55.69883
"176","https://www.proff.dk/firma/avilex-pharma-aps/k%C3%B8benhavn-n/bioteknologi/0KRYKCI0225/","Biotechnology","AVILEX PHARMA ApS",2012,4,-3133000,-3978000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"177","https://www.proff.dk/firma/blue-cell-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0NSY0AI0225/","Biotechnology","Blue Cell Therapeutics ApS",2018,11,-2944000,-14992000,"Ole Maaløes Vej 3 3, 2200 København N",12.556294,55.69883
"178","https://www.proff.dk/firma/inprother-aps/k%C3%B8benhavn-n/bioteknologi/0K827EI0225/","Biotechnology","INPROTHER ApS",2011,17,-2744000,-9208000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"179","https://www.proff.dk/firma/xcelcyte-as/h%C3%B8rsholm/bioteknologi/0OORHUI0225/","Biotechnology","XcelCyte A/S",2020,1,-2628000,-2940000,"Venlighedsvej 6, 2970 Hørsholm",12.49426,55.873689
"180","https://www.proff.dk/firma/ok-biotech-aps/eg%C3%A5/bioteknologi/0BZLKLI0225/","Biotechnology","OK BIOTECH ApS",1997,1,-2622000,11834000,"Skæring Strandvej 36, 8250 Egå",10.297603,56.220388
"181","https://www.proff.dk/firma/teitur-trophics-aps/hjortsh%C3%B8j/bioteknologi/0OG0W7I0225/","Biotechnology","Teitur Trophics ApS",2020,3,-2396000,-3863000,"Hjortshøjvangen 112, 8530 Hjortshøj",10.275501,56.252863
"182","https://www.proff.dk/firma/chreto-aps/v%C3%A6rl%C3%B8se/bioteknologi/0JVHUII0225/","Biotechnology","CHRETO ApS",2010,5,-2308000,-2669000,"Lejrvej 17 1 mf, 3500 Værløse",12.328485,55.783408
"183","https://www.proff.dk/firma/swedish-biomimetics-3000-aps/k%C3%B8benhavn-k/bioteknologi/0ORLN9I0225/","Biotechnology","Swedish Biomimetics 3000 ApS",2020,1,-2283000,-3771000,"Amaliegade 3, 1256 København K",12.591398,55.68218
"184","https://www.proff.dk/firma/lactobio-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0N5I2II0225/","Biotechnology","LACTOBIO A/S",2017,12,-2190000,-5269000,"Lersø Parkallé 42 2, 2100 København Ø",12.556947,55.707777
"185","https://www.proff.dk/firma/ankrin-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0NOT5TI0225/","Biotechnology","Ankrin Therapeutics ApS",2018,7,-2067000,-4342000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"186","https://www.proff.dk/firma/asarina-pharma-aps/k%C3%B8benhavn-n/bioteknologi/0MX3HCI0225/","Biotechnology","Asarina Pharma ApS",2017,2,-1891000,-57028000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"187","https://www.proff.dk/firma/cbio-as/s%C3%B8borg/bioteknologi/0NXZCYI0225/","Biotechnology","CBio A/S",2019,11,-1814000,-5188000,"Transformervej 8, 2860 Søborg",12.465417,55.732936
"188","https://www.proff.dk/firma/selma-diagnostics-aps/k%C3%B8benhavn-n/bioteknologi/0M07KWI0225/","Biotechnology","Selma Diagnostics ApS",2015,1,-1617000,-3038000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"189","https://www.proff.dk/firma/biophero-aps/k%C3%B8benhavn-%C3%B8/bioteknologi/0MOTCSI0225/","Biotechnology","BioPhero ApS",2016,26,-1600000,-14667000,"Lersø Parkallé 42 4, 2100 København Ø",12.556947,55.707777
"190","https://www.proff.dk/firma/buhl-krone-holding-aps/farum/bioteknologi/0F81QDI0225/","Biotechnology","BUHL KRONE HOLDING ApS",2000,2,-165000,11043000,"Skovbakken 54, 3520 Farum",12.397383,55.808327
"191","https://www.proff.dk/firma/pephexia-therapeutics-aps/k%C3%B8benhavn-n/bioteknologi/0OLM3SI0225/","Biotechnology","Pephexia Therapeutics ApS",2020,3,-146000,-152000,"Ole Maaløes Vej 3 3, 2200 København N",12.556294,55.69883
"192","https://www.proff.dk/firma/qntm-labs-aps/odense-s%C3%B8/bioteknologi/0OJGR3I0225/","Biotechnology","QNTM Labs ApS",2020,11,-140000,-84000,"Unsbjergvej 4 A, 5220 Odense SØ",10.4594105,55.3657477
"193","https://www.proff.dk/firma/diet4life-aps/hammel/bioteknologi/0KVCDVI0225/","Biotechnology","DIET4LIFE ApS",2013,2,-138000,-159000,"Bygaden 45, 8450 Hammel",9.922812,56.300192
"194","https://www.proff.dk/firma/legomics-aps/k%C3%B8benhavn-nv/bioteknologi/0LD9ODI0225/","Biotechnology","LEGOMICS ApS",2014,1,-118000,-118000,"Borgskrivervej 3 2 th, 2400 København NV",12.538408,55.709008
"195","https://www.proff.dk/firma/therazone-aps/drag%C3%B8r/bioteknologi/0G86JAI0225/","Biotechnology","THERAZONE ApS",2003,2,-115000,11264000,"Nordvænget 9, 2791 Dragør",12.670153,55.601769
"196","https://www.proff.dk/firma/cellugy-aps/aarhus-v/bioteknologi/0NHUELI0225/","Biotechnology","Cellugy ApS",2018,8,-94000,-682000,"Bautavej 1 A, 8210 Aarhus V",10.146801,56.167022
"197","https://www.proff.dk/firma/hhc-medical-aps/hiller%C3%B8d/bioteknologi/0O8UE4I0225/","Biotechnology","HHC Medical ApS",2019,2,-70000,-71000,"Hammersholt Byvej 4, 3400 Hillerød",12.327157,55.89599
"198","https://www.proff.dk/firma/bio-y-as/helsing%C3%B8r/bioteknologi/0F6PY0I0225/","Biotechnology","BIO-Y A/S",2000,1,-69000,-703000,"Nordlysvænget 10 A, 3000 Helsingør",12.6119414,56.0399673
"199","https://www.proff.dk/firma/andstats-ii-aps/frederiksberg/bioteknologi/0PBKHQI0225/","Biotechnology","AndStats II ApS",2021,1,-8000,-9000,"Aurikelvej 20, 2000 Frederiksberg",12.515391,55.669123
"200","https://www.proff.dk/firma/aros-applied-biotechnology-as/galten/bioteknologi/GVQD9VI0225/","Biotechnology","Aros Applied Biotechnology A/S",2015,62,40932000,14788000,"Smedeskovvej 38, 8464 Galten",9.915306,56.15924
"201","https://www.proff.dk/firma/bii/k%C3%B8benhavn-n/bioteknologi/GYJASTI0225/","Biotechnology","Bii",2020,6,0,NA,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"202","https://www.proff.dk/firma/au-lab/aarhus-c/bioteknologi/GYJATSI0225/","Biotechnology","Au Lab",2020,1,0,NA,"Høegh-Guldbergs Gade 10, 8000 Aarhus C",NA,NA
"203","https://www.proff.dk/firma/pentabase-esbjerg/esbjerg/bioteknologi/GZ3MSOI0225/","Biotechnology","Pentabase Esbjerg",2020,10,199224000,184357000,"Auktionsgade 5, 6700 Esbjerg",8.427496,55.472284
"204","https://www.proff.dk/firma/pentabase-aarhus/tilst/bioteknologi/GZ4RDHI0225/","Biotechnology","Pentabase Aarhus",2020,16,199224000,184357000,"True Møllevej 6, 8381 Tilst",10.088729,56.184628
"205","https://www.proff.dk/firma/allarity-therapeutics-as/h%C3%B8rsholm/bioteknologi/0GQEZZI0225/","Biotechnology","Allarity Therapeutics A/S",2004,6,39000,-59085000,"Venlighedsvej 1, 2970 Hørsholm",12.49632,55.872832
"206","https://www.proff.dk/firma/io-biotech-aps/k%C3%B8benhavn-n/bioteknologi/0LPRW3I0225/","Biotechnology","IO BIOTECH ApS",2014,19,39000,-70661000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"207","https://www.proff.dk/firma/scandion-oncology-as/k%C3%B8benhavn-%C3%B8/bioteknologi/0MZMA7I0225/","Biotechnology","Scandion Oncology A/S",2017,20,39000,-20653000,"Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"208","https://www.proff.dk/firma/synklino-as/charlottenlund/bioteknologi/0N35TGI0225/","Biotechnology","SYNKLINO A/S",2017,5,39000,-12030000,"Rådhusvej 13, 2920 Charlottenlund",12.571331,55.751829
"209","https://www.proff.dk/firma/veterinary-diagnostics-as/hellerup/bioteknologi/0NB2PEI0225/","Biotechnology","Veterinary Diagnostics A/S",2017,1,0,-5000,"Tuborg Havnevej 15 st, 2900 Hellerup",12.582695,55.726812
"210","https://www.proff.dk/firma/fluoguide-as/k%C3%B8benhavn-n/bioteknologi/0NE9BQI0225/","Biotechnology","FluoGuide A/S",2018,9,39000,-22186000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"211","https://www.proff.dk/firma/sundew-aps/k%C3%B8benhavn-n/bioteknologi/0NPIMEI0225/","Biotechnology","Sundew ApS",2018,6,39000,-887000,"Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"212","https://www.proff.dk/firma/photonamic-nordic-filial-af-photonamic-gmbh-co.-kg.-tyskland/roskilde/bioteknologi/0OHS08I0225/","Biotechnology","photonamic Nordic, filial af photonamic GmbH & Co. KG., Tyskland",2020,1,39000,39000,"Allehelgensgade 3, 4000 Roskilde",12.081637,55.64079
"213","https://www.proff.dk/firma/shimadzu-danmark-filial-af-shimadzu-europa-gmbh-tyskland/k%C3%B8benhavn-k/bioteknologi/0OK51HI0225/","Biotechnology","Shimadzu Danmark Filial af Shimadzu Europa GmbH, Tyskland",2020,11,39000,39000,"Kongens Nytorv 26 3, 1050 København K",12.584993,55.681331
"214","https://www.proff.dk/firma/carlsberg-as/k%C3%B8benhavn-v/bioteknologi/10CNFKI0225/","Biotechnology","Carlsberg A/S",1999,118,0,3000,"J.C. Jacobsens Gade 1, 1799 København V",NA,NA
"215","https://www.proff.dk/firma/cp-kelco-aps/lille-skensved/kemikalier-og-kemiske-varer/0CMLYLI00PQ/","Chemical Technologies","CP KELCO ApS",1998,373,570768000,426930000,"Ved Banen 16, 4623 Lille Skensved",12.142719,55.509387
"216","https://www.proff.dk/firma/struers-aps/ballerup/kemikalier-og-kemiske-varer/09C5BHI00PQ/","Chemical Technologies","STRUERS ApS",1991,211,304682000,313191000,"Pederstrupvej 84, 2750 Ballerup",12.329951,55.730211
"217","https://www.proff.dk/firma/palsgaard-as/juelsminde/kemikalier-og-kemiske-varer/0FQUNYI00PQ/","Chemical Technologies","PALSGAARD A/S",2002,317,274304000,102433000,"Palsgaardvej 10, 7130 Juelsminde",10.022734,55.749219
"218","https://www.proff.dk/firma/dana-lim-as/k%C3%B8ge/kemikalier-og-kemiske-varer/0TCJW2I00PQ/","Chemical Technologies","DANA LIM A/S",1974,222,154530000,26150000,"Københavnsvej 220, 4600 Køge",12.196504,55.49875
"219","https://www.proff.dk/firma/resino-trykfarver-as/ballerup/kemikalier-og-kemiske-varer/19MZ2RI00PQ/","Chemical Technologies","RESINO TRYKFARVER A/S",1984,60,55216000,26991000,"Metalbuen 13, 2750 Ballerup",12.389925,55.725664
"220","https://www.proff.dk/firma/mira-byggeprodukter-as/gadstrup/kemikalier-og-kemiske-varer/0NKDLMI00PQ/","Chemical Technologies","MIRA BYGGEPRODUKTER A/S",1959,54,50334000,18928000,"Egegårdsvej 2, 4621 Gadstrup",12.106782,55.577645
"221","https://www.proff.dk/firma/zp-group-aps/hornb%C3%A6k/kemikalier-og-kemiske-varer/0L5FNLI00PQ/","Chemical Technologies","ZP Group ApS",2013,12,46317000,39479000,"Saunte Bygade 46 A st, 3100 Hornbæk",12.4842663,56.077765
"222","https://www.proff.dk/firma/koppers-denmark-aps/nyborg/kemikalier-og-kemiske-varer/06JS82I00PQ/","Chemical Technologies","KOPPERS DENMARK ApS",1987,95,45179000,20388000,"Avernakke 1, 5800 Nyborg",10.784586,55.301585
"223","https://www.proff.dk/firma/nordic-sense-as/silkeborg/kemikalier-og-kemiske-varer/07DA13I00PQ/","Chemical Technologies","Nordic Sense A/S",1988,61,42149000,7370000,"Mads Clausens Vej 1, 8600 Silkeborg",9.586376,56.200789
"224","https://www.proff.dk/firma/nowocoat-industrial-as/kolding/kemikalier-og-kemiske-varer/0EXA1EI00PQ/","Chemical Technologies","NOWOCOAT INDUSTRIAL A/S",1999,42,40725000,1.8e+07,"Stålvej 3, 6000 Kolding",9.439833,55.510962
"225","https://www.proff.dk/firma/aage-vestergaard-larsen-as/mariager/kemikalier-og-kemiske-varer/0KDN76I00PQ/","Chemical Technologies","AAGE VESTERGAARD LARSEN A/S",1976,61,37350000,6028000,"Klostermarken 3, 9550 Mariager",9.973484,56.635699
"226","https://www.proff.dk/firma/aktieselskabet-einar-willumsen/br%C3%B8ndby/kemikalier-og-kemiske-varer/065OVKI00PQ/","Chemical Technologies","AKTIESELSKABET EINAR WILLUMSEN",1930,69,35249000,29990000,"Abildager 23-25, 2605 Brøndby",12.3799001,55.6470351
"227","https://www.proff.dk/firma/as-orthana-kemisk-fabrik/kastrup/kemikalier-og-kemiske-varer/092U4WI00PQ/","Chemical Technologies","A/S ORTHANA KEMISK FABRIK",1934,32,34373000,1006000,"Englandsvej 350-356, 2770 Kastrup",12.603616,55.626071
"228","https://www.proff.dk/firma/dst-chemicals-as/kolding/kemikalier-og-kemiske-varer/06G5FPI00PQ/","Chemical Technologies","DST-CHEMICALS A/S",1987,25,40834000,17281000,"Merkurvej 27 B, 6000 Kolding",9.4638455,55.5348468
